word,meaning,partOfSpeech,example,leapPart,leapNumber,tags
revise,（制度，予測，論文など）を修正する，改正する,他動詞,,Part3,1151,
enhance,～を向上させる,他動詞,,Part3,1152,
lower,～を下げる,他動詞,,Part3,1153,
voyage,航海，船旅,名詞,,Part3,1154,
confirm,①～を確認する ②～を裏付ける,他動詞,,Part3,1155,
ensure,～を確実にする,他動詞,,Part3,1156,
address,①～に取り組む ②～に呼びかける ③演説 ④住所,他動詞,,Part3,1157,
approach,①（to ～）（～への）取り組み方，接近 ②～に取り組む，接近する,名詞,,Part3,1158,
resolve,①～を解決する ②（to do）（～する）決心をする,他動詞,,Part3,1159,
settle,①（紛争など）を解決する ②～を置く，据える ③定住する ④（on ～）（～を）決める,他動詞,,Part3,1160,
enrich,～を豊かにする,他動詞,,Part3,1161,
warn,①～に警告する ②（of～）（～に対して）警告する,他動詞,,Part3,1162,
force,①～に強いる ②力，武力,他動詞,,Part3,1163,
appeal,①（to ～）（～に）訴える ②魅力，人気 ③（for ～）（～に対する）訴え,自動詞,,Part3,1164,
applause,拍手〈不可算〉,名詞,,Part3,1165,
leap,①跳ぶ ②躍進，急増,自動詞,,Part3,1166,
grab,①（ぐいっと）～をつかむ ②（急いで食事，睡眠）をとる,他動詞,,Part3,1167,
seize,①～をつかむ ②（麻薬など）を押収する，（犯人）を捕らえる,他動詞,,Part3,1168,
cast,①～を投げる ②（光など）を投げかける ③～に役を与える,他動詞,,Part3,1169,
stun,①～を気絶させる ②～をぼう然とさせる,他動詞,,Part3,1170,
illuminate,①～を照らす ②（問題など）を解明する,他動詞,,Part3,1171,
uncover,～を明らかにする，暴く,他動詞,,Part3,1172,
mend,～を修繕する,他動詞,,Part3,1173,
react,（to ～）（～に）反応する,自動詞,,Part3,1174,
endure,（長期にわたり）～に耐える,他動詞,,Part3,1175,
bind,～を結びつける，縛る,他動詞,,Part3,1176,
encounter,①～に偶然出会う ②（問題，反対など）に遭う ③出会い,他動詞,,Part3,1177,
trace,①～を捜し出す ②～の追跡調査をする ③（微妙な）跡,他動詞,,Part3,1178,
undergo,～を経験する,他動詞,,Part3,1179,
seal,①～を密封する ②（personal ―）印鑑，ハンコ,他動詞,,Part3,1180,
incorporate,～を取り入れる,他動詞,,Part3,1181,
emerge,①（隠れていたものが）現れる ②（国家などが）台頭する,自動詞,,Part3,1182,
unfold,①展開する，はっきりしてくる ②～を広げる,自動詞,,Part3,1183,
derive,①（from ～）（～に）由来する ②～を引き出す，得る,自動詞,,Part3,1184,
generate,（電気，利益など）を生み出す,他動詞,,Part3,1185,
possess,～を所有している,他動詞,,Part3,1186,
retain,～を保持する,他動詞,,Part3,1187,
secure,①（場所，地位，契約など）を確保する ②安全で，守られて,他動詞,,Part3,1188,
capture,①～を捕らえる ②捕獲，（敵地の）攻略,他動詞,,Part3,1189,
monitor,①～を監視する ②（コンピュータの）画面,他動詞,,Part3,1190,
investigate,①（研究班などが）～を調査する ②（警察が）～を捜査する,他動詞,,Part3,1191,
detect,～を探知する，（病気など）を発見する，（うそなど）を見抜く,他動詞,,Part3,1192,
inquiry,①（into ～）（～の）調査 ②質問，問い合わせ,名詞,,Part3,1193,
specialize,（in ～)①〈英〉（～を）専攻する ②（～を）専門にする,自動詞,,Part3,1194,
semester,（米，日本などの２学期制の）学期,名詞,,Part3,1195,
biology,生物学,名詞,,Part3,1196,
ecology,生態（学）,名詞,,Part3,1197,
philosophy,①（学問としての）哲学〈不可算〉 ②人生哲学，考え方〈可算〉,名詞,,Part3,1198,
geography,地理（学）,名詞,,Part3,1199,
institution,①（大学，病院などの）機関 ②（結婚などの）制度,名詞,,Part3,1200,
faculty,①（生まれ持った）能力 ②（大学の）学部 ③（大学の）全教員,名詞,,Part3,1201,
intermediate,①（授業・教材が）中級の ②中間の,形容詞,,Part3,1202,
notion,考え,名詞,,Part3,1203,
concept,概念，考え,名詞,,Part3,1204,
meditation,①瞑想 ②熟考,名詞,,Part3,1205,
insight,①（into ～）（～に対する）洞察（力)②見識,名詞,,Part3,1206,
caution,①用心 ②警告 ③～に注意［警告］を与える,名詞,,Part3,1207,
will,①意志 ②遺書,名詞,,Part3,1208,
option,選択肢，選択（の自由）,名詞,,Part3,1209,
prospect,見通し,名詞,,Part3,1210,
cherish,～を大切にする，胸に抱く,他動詞,,Part3,1211,
intend,（to do）～するつもりだ,他動詞,,Part3,1212,
suspect,①（that SV）～ではないかと思う ②～に嫌疑をかける ③容疑者,他動詞,,Part3,1213,
identify,①～を特定する，《生物》～を同定する ②（A with B）（A）を（B と）同一視する ③（with ～）（～と）一体感をもつ，（～に）なりきる,他動詞,,Part3,1214,
permit,①～を許可する ②許可証,他動詞,,Part3,1215,
acknowledge,～を認める,他動詞,,Part3,1216,
perceive,①（A as B）（A）を（B だと）認識する ②～を知覚する,他動詞,,Part3,1217,
evaluate,～を（正しく）評価する,他動詞,,Part3,1218,
cultivate,①～を耕す ②～を育む ③～を磨く,他動詞,,Part3,1219,
shade,①日陰，（絵画，写真の）陰の部分，ブラインド ②（ーs）（意味などの）わずかな違い,名詞,,Part3,1220,
breeze,そよ風,名詞,,Part3,1221,
desert,①砂漠 ②～を見捨てる,名詞,,Part3,1222,
fog,霧,名詞,,Part3,1223,
moisture,湿気，水分,名詞,,Part3,1224,
damp,湿った，じめじめした,形容詞,,Part3,1225,
path,（小）道,名詞,,Part3,1226,
trail,①山道 ②跡 ③（a ― of destruction）（破壊の）爪跡,名詞,,Part3,1227,
stream,①小川 ②（a ― of ～）（～の）流れ,名詞,,Part3,1228,
tide,①潮（の干満），潮流 ②時流,名詞,,Part3,1229,
reef,（岩や砂の）礁,名詞,,Part3,1230,
habitat,生息地,名詞,,Part3,1231,
volcano,火山,名詞,,Part3,1232,
mine,①鉱山 ②地雷（＝landmine）,名詞,,Part3,1233,
swallow,①ツバメ ②～を飲み込む,名詞,,Part3,1234,
web,①（クモの）巣 ②インターネット（www＝the World Wide Web）,名詞,,Part3,1235,
mosquito,蚊,名詞,,Part3,1236,
cattle,ウシ,名詞,,Part3,1237,
kitten,子ネコ,名詞,,Part3,1238,
organism,生物,名詞,,Part3,1239,
wildlife,野生生物,名詞,,Part3,1240,
beast,野獣,名詞,,Part3,1241,
ape,類人猿,名詞,,Part3,1242,
flock,①（鳥，羊の）群れ ②群れる,名詞,,Part3,1243,
vein,静脈,名詞,,Part3,1244,
breed,①繁殖する ②～を繁殖させる ③～を引き起こす ④品種，血統,自動詞,,Part3,1245,
reproduce,①繁殖する ②～を繁殖させる ③（音，絵など）を再現する,自動詞,,Part3,1246,
talkative,おしゃべりの,形容詞,,Part3,1247,
earnest,①真面目な ②（in ―）真面目（に）,形容詞,,Part3,1248,
diligent,勤勉な,形容詞,,Part3,1249,
principal,①主要な ②〈米〉校長,形容詞,,Part3,1250,
prime,①（目標，容疑者などが）最重要な ②素数,形容詞,,Part3,1251,
definite,明確な,形容詞,,Part3,1252,
evident,明らかな,形容詞,,Part3,1253,
prominent,①（物が）目立った ②（人が）著名な，重要な,形容詞,,Part3,1254,
marked,（名詞の前で）際立った，著しい,形容詞,,Part3,1255,
grace,①優美さ ②（say ―）（食事の前後の）感謝の祈り（をささげる）,名詞,,Part3,1256,
charm,①魅力 ②（a good ― luck ―）お守り，まじない,名詞,,Part3,1257,
fancy,①高級な ②〈英〉～が欲しい，～したい ③～と思う,形容詞,,Part3,1258,
rational,理性的な,形容詞,,Part3,1259,
magnificent,壮大な，素晴らしい,形容詞,,Part3,1260,
superior,①（be ― to ～）（～）より優れている ②上役，上司,形容詞,,Part3,1261,
loyal,（to ～）（～に）忠実な,形容詞,,Part3,1262,
horrible,（物，天気などが）とてもひどい，ぞっとする,形容詞,,Part3,1263,
miserable,悲惨な，とても不幸な,形容詞,,Part3,1264,
dull,①退屈な ②切れ味が悪い ③（人，感覚などが）鈍い,形容詞,,Part3,1265,
nasty,（人，物，発言などが）不快な,形容詞,,Part3,1266,
insane,正気でない,形容詞,,Part3,1267,
ridiculous,ばかげた,形容詞,,Part3,1268,
rotten,腐った,形容詞,,Part3,1269,
notorious,（for ～）（～で）悪名高い,形容詞,,Part3,1270,
evil,①（道徳的に）悪い ②悪,形容詞,,Part3,1271,
mess,①乱雑 ②（with ～）（～を）からかう，ちょっかいを出す,名詞,,Part3,1272,
vast,①（地域，土地が）広大な ②（数量が）莫大な,形容詞,,Part3,1273,
huge,巨大な,形容詞,,Part3,1274,
tiny,とても小さな,形容詞,,Part3,1275,
sphere,①球体 ②領域，範囲,名詞,,Part3,1276,
strip,①細長い一片 ②（罰として）～から奪う ③裸になる,名詞,,Part3,1277,
vessel,①（血液などを通す）管 ②（大型の）船,名詞,,Part3,1278,
internal,①内部の，体内の ②国内の,形容詞,,Part3,1279,
mobile,①流動的な ②携帯電話,形容詞,,Part3,1280,
steep,①（坂などが）険しい ②（増減が）急な，（価格などが）異常に高い,形容詞,,Part3,1281,
intense,（感情，競争などが）強烈な,形容詞,,Part3,1282,
inevitable,避けられない，必然的な,形容詞,,Part3,1283,
neutral,①中立の ②中立,形容詞,,Part3,1284,
brief,①手短な，簡潔な ②要約,形容詞,,Part3,1285,
bare,①むき出しの ②最低限の,形容詞,,Part3,1286,
mutual,①（感情，行為が）相互の ②（友だち，趣味などが）共通の,形容詞,,Part3,1287,
potential,①潜在的な ②潜在能力，可能性〈不可算〉,形容詞,,Part3,1288,
tough,①たくましい，頑強な ②骨の折れる，厳しい,形容詞,,Part3,1289,
conventional,従来の，慣習的な,形容詞,,Part3,1290,
supreme,最高の,形容詞,,Part3,1291,
resemble,～に似ている,他動詞,,Part3,1292,
contrary,①（on the ―）それどころか ②（― to A）（A とは）反対に ③（（名詞)to the ―）それとは反対の～,名詞,,Part3,1293,
category,範疇,名詞,,Part3,1294,
scope,範囲,名詞,,Part3,1295,
given,①（時間，量などが）定められた ②～を考慮すると,形容詞,,Part3,1296,
peculiar,①（to ～）（～に）固有の ②独特な，変な,形容詞,,Part3,1297,
sufficient,十分な,形容詞,,Part3,1298,
numerous,多くの,形容詞,,Part3,1299,
substantial,①かなりの，たくさんの ②内容のある，重要な,形容詞,,Part3,1300,
unit,単位,名詞,,Part3,1301,
diameter,直径,名詞,,Part3,1302,
arithmetic,算術,名詞,,Part3,1303,
quantity,量,名詞,,Part3,1304,
deficiency,欠乏，不足,名詞,,Part3,1305,
maximum,最大限,名詞,,Part3,1306,
bunch,(花や鍵などの)束，(ブドウなどの)房,名詞,,Part3,1307,
lessen,～を減らす,他動詞,,Part3,1308,
era,時代,名詞,,Part3,1309,
session,①（活動の）期間 ②（議会などの）会期 ③（ある活動の）集まり,名詞,,Part3,1310,
pause,①休止 ②休止する,名詞,,Part3,1311,
annual,①年に1度の ②1年間の（予算，収入など）,形容詞,,Part3,1312,
eternal,（命や若さなど）永遠の,形容詞,,Part3,1313,
initial,①最初の ②頭文字，イニシャル,形容詞,,Part3,1314,
prior,①（to ～）～より前の ②（時間・順序が）前の,形容詞,,Part3,1315,
subsequent,（to ～）（～に）続いて起こる,形容詞,,Part3,1316,
meanwhile,①その間 ②（対比を示して）その一方で,副詞,,Part3,1317,
routine,①決まりきった仕事 ②日常の,名詞,,Part3,1318,
souvenir,土産，記念品,名詞,,Part3,1319,
brick,①れんが ②〈英〉（おもちゃの）積み木,名詞,,Part3,1320,
pole,①棒，さお，柱 ②（天体，地球の）極,名詞,,Part3,1321,
mischief,いたずら〈不可算〉,名詞,,Part3,1322,
superstition,迷信,名詞,,Part3,1323,
storage,貯蔵，保管〈不可算〉,名詞,,Part3,1324,
shelter,①避難（所)②住居,名詞,,Part3,1325,
garment,衣類,名詞,,Part3,1326,
canal,運河,名詞,,Part3,1327,
cabinet,①戸棚 ②（the C―）内閣,名詞,,Part3,1328,
incident,（主に不快な）出来事,名詞,,Part3,1329,
circumstance,（通例 ―s）状況，事情,名詞,,Part3,1330,
fetch,（主に〈英〉）～を取って来る,他動詞,,Part3,1331,
distribute,①～を分配する，配る ②（be ―d）分布している,他動詞,,Part3,1332,
purchase,①～を購入する ②購入（品）,他動詞,,Part3,1333,
statue,像,名詞,,Part3,1334,
sculpture,彫刻,名詞,,Part3,1335,
myth,①（俗説という意味での）神話 ②（古代の）神話,名詞,,Part3,1336,
craft,①工芸（品)②（職人の）技術 ③船，乗り物（単複同形）,名詞,,Part3,1337,
journal,①雑誌，専門誌 ②（公的な）日誌，日記,名詞,,Part3,1338,
encyclopedia,百科事典,名詞,,Part3,1339,
heaven,①天国 ②（the ―s）空,名詞,,Part3,1340,
funeral,葬式,名詞,,Part3,1341,
soul,①魂 ②（慣用句あるいは否定文で）人,名詞,,Part3,1342,
priest,神父，僧侶，牧師，聖職者,名詞,,Part3,1343,
faith,①（主に宗教上の）信仰 ②信頼,名詞,,Part3,1344,
sacred,神聖な,形容詞,,Part3,1345,
divine,神の,形容詞,,Part3,1346,
Muslim,イスラム教徒,名詞,,Part3,1347,
context,①文脈 ②状況,名詞,,Part3,1348,
singular,①単数の ②（褒めて）比類なき ③奇妙な,形容詞,,Part3,1349,
command,①言語を操る力 ②命令 ③～を集める ④～を見渡せる,名詞,,Part3,1350,
instance,例,名詞,,Part3,1351,
dialogue,①（本，劇，映画の中の）会話 ②対談，対話,名詞,,Part3,1352,
usage,語法,名詞,,Part3,1353,
vowel,母音,名詞,,Part3,1354,
pronoun,代名詞,名詞,,Part3,1355,
accent,①訛 ②アクセント,名詞,,Part3,1356,
outline,～の要点を述べる，～の輪郭を描く,動,,Part3,1357,
remote,①（地理的に）辺鄙な ②（時間，関係などが）遠い,形容詞,,Part3,1358,
ambition,（強い）願望，野望,名詞,,Part3,1359,
temper,①気性 ②（熟語で）平静（な気分）,名詞,,Part3,1360,
affection,愛情,名詞,,Part3,1361,
enthusiasm,情熱，熱意,名詞,,Part3,1362,
rage,①激怒 ②（戦争，病気が）激しく続く，猛威をふるう,名詞,,Part3,1363,
incredible,信じられない,形容詞,,Part3,1364,
chuckle,①くすくす笑う ②くすくす笑うこと,自動詞,,Part3,1365,
dare,①（to do）思い切って～する ②（do）思い切って～する,他動詞,,Part3,1366,
scream,①悲鳴を上げる ②悲鳴,自動詞,,Part3,1367,
soothe,①（人）をなだめる ②（痛みなど）をやわらげる,他動詞,,Part3,1368,
tempt,～を誘惑する,他動詞,,Part3,1369,
scold,～を叱る,他動詞,,Part3,1370,
oppress,～を圧迫する，虐げる,他動詞,,Part3,1371,
threaten,①～を脅かす ②（to do）～すると脅す ③～の恐れがある,他動詞,,Part3,1372,
mourn,～を嘆く，悼む,他動詞,,Part3,1373,
sacrifice,①～を犠牲にする ②犠牲,他動詞,,Part3,1374,
curse,①災いの元 ②呪い ③～を呪う，ののしる,名詞,,Part3,1375,
stem,①（from ～）（～が）原因である ②茎，幹，ワイングラスの脚,自動詞,,Part3,1376,
trigger,①～のきっかけになる，～を誘発する ②（銃の）引き金,他動詞,,Part3,1377,
consequence,①結果 ②（of ―)重要性,名詞,,Part3,1378,
process,①過程 ②～を加工する，処理する,名詞,,Part3,1379,
resort,①（to ～）（～に）訴える ②行楽地 ③手段,自動詞,,Part3,1380,
formula,①方法 ②秘けつ ③（数学，化学などの）式，公式,名詞,,Part3,1381,
procedure,手続き，手順,名詞,,Part3,1382,
extraordinary,①並外れた ②臨時の（会議など)③特命の（大使など）,形容詞,,Part3,1383,
absolute,絶対的な,形容詞,,Part3,1384,
overwhelming,圧倒的な,形容詞,,Part3,1385,
altogether,①完全に ②全部で,副詞,,Part3,1386,
entire,すべての,形容詞,,Part3,1387,
tremendous,すさまじい,形容詞,,Part3,1388,
sheer,①（数量やサイズを強調して）とてつもない～の ②まったくの,形容詞,,Part3,1389,
partial,①部分的な ②不公平な ③（to ～）（～が）大好きで,形容詞,,Part3,1390,
barely,①かろうじて ②ほとんど～ない,副詞,,Part3,1391,
approximately,（数量が）おおよそ，約,副詞,,Part3,1392,
frequently,頻繁に,副詞,,Part3,1393,
apparently,①見たところでは ②<口語>どうやら～らしい,副詞,,Part3,1394,
merely,①（主に名詞の前で）～にすぎない ②（動詞などの前で）単に,副詞,,Part3,1395,
nevertheless,それにもかかわらず,副詞,,Part3,1396,
somehow,①何らかの方法で ②何らかの理由で，どういうわけか,副詞,,Part3,1397,
thus,①それゆえ（に)②このように,副詞,,Part3,1398,
afterward(s),①（文頭で）その後 ②（～afterward）～の後,副詞,,Part3,1399,
on behalf of ～,①～を代表して ②～のため,熟,,Part3,1400,
assert,～と断定する，～を主張する,他動詞,,Part4,1401,
defy,①～に逆らう ②～を拒む,他動詞,,Part4,1402,
condemn,①～を非難する ②～に (刑の)宣告をする ③～を強いる,他動詞,,Part4,1403,
cite,～を引き合いに出す，引用する,他動詞,,Part4,1404,
illustrate,①(例で)～を説明する，例証する ②～に挿絵を入れる，～を図解する,他動詞,,Part4,1405,
refute,～を論駁する，～に反論する,他動詞,,Part4,1406,
sue,～を訴える,他動詞,,Part4,1407,
articulate,①(考えなど)をはっきり述べる ②考えを明確に表現できる,他動詞,,Part4,1408,
version,①(個人的な)解釈，意見 ②(製品などの)～版,名詞,,Part4,1409,
advocate,①提唱者，支持者 ②～を主張する，支持する,名詞,,Part4,1410,
breakthrough,飛躍的進歩，大発見,名詞,,Part4,1411,
evolution,進化,名詞,,Part4,1412,
innovation,革新,名詞,,Part4,1413,
probe,①探査機 ②～を調査する,名詞,,Part4,1414,
fluid,①流体 ②流動的な，なめらかな,名詞,,Part4,1415,
particle,①粒子 ②(not a ― of A)(Aの)かけら (もない),名詞,,Part4,1416,
gravity,①重力 ②重大さ,名詞,,Part4,1417,
hypothesis,仮説,名詞,,Part4,1418,
specimen,①標本 ②サンプル,名詞,,Part4,1419,
microbe,微生物,名詞,,Part4,1420,
poison,毒,名詞,,Part4,1421,
acid,①酸性の ②辛辣な,形容詞,,Part4,1422,
toxic,有害な，有毒な,形容詞,,Part4,1423,
endeavor,①努力，試み ②～を (懸命に)努力する，試みる,名詞,,Part4,1424,
doom,(be ―ed to ～)～の運命にある,他動詞,,Part4,1425,
manufacture,①～を製造する ②製造，製品,他動詞,,Part4,1426,
yield,①～を産出する ②(to ～)(～に)屈する ③産出量,他動詞,,Part4,1427,
duplicate,①～を複製する ②複製品 ③複製の,他動詞,,Part4,1428,
assemble,①～を組み立てる ②集まる,他動詞,,Part4,1429,
mold,①～を (型に入れて)作る ②(人格，意見など)を形成する,他動詞,,Part4,1430,
coin,①～を作り出す ②硬貨,他動詞,,Part4,1431,
therapy,治療 (法),名詞,,Part4,1432,
injection,注射,名詞,,Part4,1433,
dose,(１回分の)服用量,名詞,,Part4,1434,
sanitation,衛生,名詞,,Part4,1435,
germ,細菌，ばい菌〈可算〉,名詞,,Part4,1436,
tumor,腫瘍〈可算〉,名詞,,Part4,1437,
stroke,(脳)卒中，(強い)発作,名詞,,Part4,1438,
agony,苦痛,名詞,,Part4,1439,
plague,①(大規模な)疫病，伝染病，災害 ②～を苦しめる,名詞,,Part4,1440,
fatigue,(ひどい)疲労〈不可算〉,名詞,,Part4,1441,
diagnosis,診断,名詞,,Part4,1442,
mortality,①(― rate)死亡率 ②死すべき運命,名詞,,Part4,1443,
nursing,看護,名詞,,Part4,1444,
chronic,慢性の,形容詞,,Part4,1445,
immune,免疫の (ある),形容詞,,Part4,1446,
terminal,①(病気が)末期の ②終着 駅 (の建物)，ターミナルビル,形容詞,,Part4,1447,
sound,①(身体・精神が)健全な ②(土台・理解などが)堅実な,形容詞,,Part4,1448,
respiratory,呼吸の,形容詞,,Part4,1449,
choke,①(on ～)(～で)息が詰まる，窒息する ②～を窒息させる,自動詞,,Part4,1450,
paralyze,～を麻痺させる,他動詞,,Part4,1451,
prescribe,①(薬など)を処方する ②(行為など)を指示する,他動詞,,Part4,1452,
digest,①～を消化する ②～を理解する ③要約,他動詞,,Part4,1453,
weary,①(極度に)疲れている ②うんざり している,形容詞,,Part4,1454,
nourish,①～に栄養を与える ②(考えなど)を抱く,他動詞,,Part4,1455,
appalling,ぞっとするような,形容詞,,Part4,1456,
flesh,(人､動物の皮､骨に対する)肉,名詞,,Part4,1457,
limb,手足 (の①本),名詞,,Part4,1458,
erect,①直立した ②～を建てる,形容詞,,Part4,1459,
spinal,脊椎の,形容詞,,Part4,1460,
suck,～を吸う,他動詞,,Part4,1461,
shrug,①(肩)をすくめる ②肩をすくめる,他動詞,,Part4,1462,
compensate,(A for B)(A)に (Bを)補償する,他動詞,,Part4,1463,
abuse,①虐待 ②乱用 ③～を悪用する,名詞,,Part4,1464,
bias,偏見,名詞,,Part4,1465,
prestige,名声，威信,名詞,,Part4,1466,
privilege,特権,名詞,,Part4,1467,
feat,偉業,名詞,,Part4,1468,
dignity,威厳,名詞,,Part4,1469,
virtue,①美徳 ②(人，物の個々の)長所 ③(by ― of ～)～のために,名詞,,Part4,1470,
aristocracy,(通例 the～)貴族 (階級，社会),名詞,,Part4,1471,
rebel,①反逆者 ②(against ～)(～に)反逆する，反抗する,名詞,,Part4,1472,
scheme,①〈英〉計画 ②陰謀,名詞,,Part4,1473,
convention,①会議，大会 ②慣習 ③条約,名詞,,Part4,1474,
conference,(on ～)(～に関する)会議,名詞,,Part4,1475,
consent,①合意 ②(to ～)(～に)合意する,名詞,,Part4,1476,
initiative,①新構想，新計画 ②主導権,名詞,,Part4,1477,
province,①(カナダなどの)州，(中国の)省 ②(the ―s)地方,名詞,,Part4,1478,
colony,①植民地 ②(アリなどの)群落,名詞,,Part4,1479,
frontier,①辺境，(主に〈英〉)国境 ②(the ―s)最前線,名詞,,Part4,1480,
treaty,条約,名詞,,Part4,1481,
tribe,部族，種族,名詞,,Part4,1482,
pension,年金〈可算〉,名詞,,Part4,1483,
stake,①(have a ― in ～)(～に)利害関係 (を持つ)②(at ―)危険 ③(―s)賭け金，配当金,名詞,,Part4,1484,
coverage,①報道 ②(保険の)補償 (範囲),名詞,,Part4,1485,
obligation,①(社会に対する)責務 ②(個人に対する)恩義,名詞,,Part4,1486,
hygiene,衛生 (状態)，衛生学,名詞,,Part4,1487,
supervisor,(人・活動などの)監督者,名詞,,Part4,1488,
norm,①(the ―)普通のこと ②(―s)規範,名詞,,Part4,1489,
patent,①特許 (権)②～の特許をとる ③明白な，見えすいた,名詞,,Part4,1490,
primitive,原始的な，未開の,形容詞,,Part4,1491,
ethnic,民族の，民族的な,形容詞,,Part4,1492,
anonymous,匿名の,形容詞,,Part4,1493,
metropolitan,大都市の,形容詞,,Part4,1494,
entitled,①(to ～)(～の)権利がある ②～と題された,形容詞,,Part4,1495,
demographic,①人口統計上の ②(―群の人々から成る)年齢層,形容詞,,Part4,1496,
donate,①～を寄付する ②(臓器など)を提供する,他動詞,,Part4,1497,
flourish,栄える,自動詞,,Part4,1498,
conform,(to ～)(～に)合わせる,自動詞,,Part4,1499,
comply,(with ～)(～に)従う， 遵守する,自動詞,,Part4,1500,
legislation,(集合的に)法律〈不可算〉,名詞,,Part4,1501,
testimony,(法廷などでの)証言,名詞,,Part4,1502,
jury,陪審 (員団),名詞,,Part4,1503,
legitimate,①正当な ②合法の,形容詞,,Part4,1504,
enforce,①～を施行する ②～を強制する,他動詞,,Part4,1505,
regime,政権，政治体制,名詞,,Part4,1506,
bureaucracy,①官僚制度，官僚主義 ②(集合的に)官僚,名詞,,Part4,1507,
corruption,腐敗，汚職,名詞,,Part4,1508,
tyranny,①圧政，専制政治 ②暴虐 (な行為),名詞,,Part4,1509,
sanction,①(―s)制裁 ②(公的な)認可,名詞,,Part4,1510,
candidate,(for ～)(～の)候補 (者)，(～になりそうな)人,名詞,,Part4,1511,
senator,〈米〉(しばしば S―)上院議員,名詞,,Part4,1512,
ambassador,大使,名詞,,Part4,1513,
diplomat,外交官,名詞,,Part4,1514,
refugee,難民,名詞,,Part4,1515,
ally,①同盟国，協力者 ②(with ～)(～と)提携する,名詞,,Part4,1516,
reign,①(君主などの)統治 (期間)②君臨する,名詞,,Part4,1517,
federal,連邦の,形容詞,,Part4,1518,
communist,①共産主義(者)の ②共産主義者,形容詞,,Part4,1519,
municipal,市(営)の，地方自治の,形容詞,,Part4,1520,
estate,①(全)財産 ②地所,名詞,,Part4,1521,
asset,財産，資産,名詞,,Part4,1522,
revenue,(国などの)歳入，(事業などの)収益,名詞,,Part4,1523,
deficit,(会社，国の)赤字,名詞,,Part4,1524,
commerce,商業,名詞,,Part4,1525,
output,①生産高 ②(エンジン，発電機などの)出力,名詞,,Part4,1526,
subsidy,補助金,名詞,,Part4,1527,
transaction,取り引き,名詞,,Part4,1528,
bankrupt,倒産した，破産した,形容詞,,Part4,1529,
monetary,①貨幣の ②金銭的な,形容詞,,Part4,1530,
corporation,企業，法人,名詞,,Part4,1531,
enterprise,①企業 ②(冒険的な)事業,名詞,,Part4,1532,
venture,①(ベンチャー)事業 ②危険を冒して行く,名詞,,Part4,1533,
headquarters,本社，本部,名詞,,Part4,1534,
personnel,①(官庁，会社などの)全職員〈複数扱い〉 ②人事,名詞,,Part4,1535,
entrepreneur,起業家,名詞,,Part4,1536,
predecessor,前任者，以前あったもの,名詞,,Part4,1537,
toil,①(長時間)骨折って働く ②骨の折れる仕事,自動詞,,Part4,1538,
undertake,(仕事など)を引き受ける，始める,他動詞,,Part4,1539,
merge,①合併する ②～を合併させる,自動詞,,Part4,1540,
comprise,①～から成る ②(割合)を占める,他動詞,,Part4,1541,
component,構成要素，成分，(車などの)部品,名詞,,Part4,1542,
framework,①枠組 ②骨組み,名詞,,Part4,1543,
prototype,①(of ～)(～の)原型 ②試作品 ③典型,名詞,,Part4,1544,
dimension,①(問題などの)側面，要因，次元 ②(―s)寸法，大きさ,名詞,,Part4,1545,
margin,①余白，欄外 ②(票などの)差 ③端,名詞,,Part4,1546,
excel,(in ～)( ～において)優れている,自動詞,,Part4,1547,
contradict,①～と矛盾する ②～に反論する,他動詞,,Part4,1548,
consensus,(意見や証言などの)合意，総意,名詞,,Part4,1549,
converse,①正反対 ②正反対の ③(with ～)(～と)会話する,名詞,,Part4,1550,
inequality,不平等,名詞,,Part4,1551,
equivalent,①等しい ②同等のもの,形容詞,,Part4,1552,
compatible,(with ～)(～と)適合する，互換性がある,形容詞,,Part4,1553,
identical,同一の，うり二つの,形容詞,,Part4,1554,
correspond,①(to ～)(～と)一致する ②(with ～)(～と)(メールや手紙で)やりとりをする,自動詞,,Part4,1555,
random,無作為の，でたらめの,形容詞,,Part4,1556,
warrior,戦士,名詞,,Part4,1557,
assault,襲撃，暴行,名詞,,Part4,1558,
troop,(―s)軍隊,名詞,,Part4,1559,
shield,(against ～)(～に対する)盾、防御物,名詞,,Part4,1560,
torture,①拷問 ②辛いこと ③～を拷問にかける,名詞,,Part4,1561,
dispute,①論争，紛争 ②～に異議を唱える,名詞,,Part4,1562,
combat,①戦闘 ②～と戦う,名詞,,Part4,1563,
tactics,戦術,名詞,,Part4,1564,
quarrel,①(with ～)(～と)口論する ②口論,自動詞,,Part4,1565,
contend,①（with ～）（～と）戦う ②（that SV）（～と）（強く）主張する,自動詞,,Part4,1566,
slaughter,～を虐殺する，（食肉用に）殺す,他動詞,,Part4,1567,
suppress,①（反乱，暴動）を鎮圧する ②（笑い，怒り）を抑える,他動詞,,Part4,1568,
surrender,①（to ～）（～に）降伏する ②～を引き渡す,自動詞,,Part4,1569,
hostile,①敵意のある ②敵の ③（環境などが）厳しい,形容詞,,Part4,1570,
wreck,①（乗り物，家の）残骸 ②（健康を損ね）ボロボロの人,名詞,,Part4,1571,
toll,①犠牲者（数），被害 ②（高速道路などの）通行料 ③通話料,名詞,,Part4,1572,
disrupt,（活動の進行など）をかき乱す,他動詞,,Part4,1573,
interfere,（with ～）（～を）邪魔する，干渉する,自動詞,,Part4,1574,
confront,①（困難などが人）に立ちふさがる ②（人が困難など）に直面する，立ち向かう,他動詞,,Part4,1575,
